Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""",długość geograficzna,szerokość geograficzna,Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE)
_OSW_15,_OSW_15_SP_196,000193571,015851806,14620,105316,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabosłyszących nr 15 im. Ottona Lipkowskiego,Szkoła Podstawowa Specjalna nr 196,zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Nowe Miasto,ul. Zakroczymska,6,00-225,Małgorzata,Jastrzębska,228313200,228313209,https://osw15warszawa.edupage.org/,http://sosw15.bip.um.warszawa.pl,sekretariat.sosw15@edu.um.warszawa.pl,196,tak,jednostka budżetowa,81,,81,16,,16,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,P-SP-,tak,tak,,tak,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105316,,Poradnia Psychologiczno-Pedagogiczna nr 12,słabosłyszący,,"21,00673485","52,25435513",,,135
_OSW_IG,_OSW_IG_BSI_50,000186111,140008390,14781,105324,Instytut Głuchoniemych im. Jakuba Falkowskiego,Branżowa Szkoła I stopnia Specjalna nr 50,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@edu.um.warszawa.pl,50,tak,jednostka budżetowa,11,,11,2,,2,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-T-S przysp zaw-BSI-,tak,tak,tak,,tak,tak,tak,tak,,tak,,https://rspo.men.gov.pl/rspo/105324,,Poradnia Psychologiczno-Pedagogiczna nr 11,niesłyszący,,"21,02377319","52,22866534",,,83
_OSW_IG,_OSW_IG_LO_124,000186111,140008355,14781,105317,Instytut Głuchoniemych im. Jakuba Falkowskiego,CXXIV Liceum Ogólnokształcące Specjalne,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@edu.um.warszawa.pl,124,tak,jednostka budżetowa,6,,6,1,,1,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-T-S przysp zaw-BSI-,tak,tak,tak,,tak,tak,tak,tak,,tak,,https://rspo.men.gov.pl/rspo/105317,,Poradnia Psychologiczno-Pedagogiczna nr 11,niesłyszący,,"21,02377319","52,22866534",,,81
_OSW_IG,_OSW_IG_SP_226,000186111,000959642,14781,105320,Instytut Głuchoniemych im. Jakuba Falkowskiego,Szkoła Podstawowa Specjalna z Oddziałami Przedszkolnymi nr 226,zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@edu.um.warszawa.pl,226,tak,jednostka budżetowa,98,40,138,21,7,28,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,SP-LO-T-S przysp zaw-BSI-,tak,tak,tak,,tak,tak,tak,tak,,tak,,https://rspo.men.gov.pl/rspo/105320,,Poradnia Psychologiczno-Pedagogiczna nr 11,niesłyszący,,"21,02377319","52,22866534",,,78
_OSW_IG,_OSW_IG_SPDP_4,000186111,145837027,14781,105321,Instytut Głuchoniemych im. Jakuba Falkowskiego,Szkoła Specjalna Przysposabiająca do Pracy nr 4,zespół lub jednostka złożona,szkoła specjalna przysposabiająca do pracy,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@edu.um.warszawa.pl,4,tak,jednostka budżetowa,4,,4,1,,1,nie,nie,nie,nie,nie,nie,tak,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-T-S przysp zaw-BSI-,tak,tak,tak,,tak,tak,tak,tak,,tak,,https://rspo.men.gov.pl/rspo/105321,,Poradnia Psychologiczno-Pedagogiczna nr 11,z niepełnosprawnościami sprzężonymi,,"21,02377319","52,22866534",,,85
_OSW_IG,_OSW_IG_T_28,000186111,146465102,14781,105322,Instytut Głuchoniemych im. Jakuba Falkowskiego,Technikum Specjalne nr 28,zespół lub jednostka złożona,technikum,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Południowe,Plac Trzech Krzyży,4/6,00-499,Tadeusz,Adamiec,226280431,226254720,http://instytut-gluchoniemych.waw.pl,http://igfalkowskiego.bip.um.warszawa.pl,instytutgluch@edu.um.warszawa.pl,28,tak,jednostka budżetowa,25,,25,4,,4,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-T-S przysp zaw-BSI-,tak,tak,tak,,tak,tak,tak,tak,,tak,,https://rspo.men.gov.pl/rspo/105322,,Poradnia Psychologiczno-Pedagogiczna nr 11,niesłyszący,,"21,02377319","52,22866534",,,84
_OSW_JS,_OSW_JS_BSI_52,000190868,015802860,14782,105328,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,Branżowa Szkoła I stopnia Specjalna nr 52,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,52,tak,jednostka budżetowa,9,,9,2,,2,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-BSI-,tak,tak,tak,,,tak,tak,tak,tak,tak,,https://rspo.men.gov.pl/rspo/105328,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811",,,109
_OSW_JS,_OSW_JS_LO_139,000190868,146457798,14782,105330,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,CXXXIX Liceum Ogólnokształcące Specjalne,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,139,tak,jednostka budżetowa,47,,47,7,,7,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-BSI-,tak,tak,tak,,,tak,tak,tak,tak,tak,,https://rspo.men.gov.pl/rspo/105330,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811",,,2266
_OSW_JS,_OSW_JS_PL_40,000190868,146464500,14782,105326,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,Szkoła Policealna Specjalna nr 40,zespół lub jednostka złożona,szkoła policealna,bez kategorii,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,40,tak,jednostka budżetowa,7,,7,1,,1,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła policealna,tak,LO-T-Polic-BSI-,tak,tak,tak,,,tak,tak,tak,tak,tak,,https://rspo.men.gov.pl/rspo/105326,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811",,,106
_OSW_JS,_OSW_JS_T_31,000190868,146457893,14782,105329,Specjalny Ośrodek Szkolno-Wychowawczy dla Głuchych im. Jana Siestrzyńskiego,Technikum Specjalne nr 31,zespół lub jednostka złożona,technikum,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Mirów,ul. Łucka,17/23,00-842,Anna,Stopińska,226242891,226242891,http://www.strona.oswg-wawa.edu.pl,http://oswsiestrzynski.bip.um.warszawa.pl,sekretariat@oswg-wawa.edu.pl,31,tak,jednostka budżetowa,45,,45,8,,8,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-Polic-BSI-,tak,tak,tak,,,tak,tak,tak,tak,tak,,https://rspo.men.gov.pl/rspo/105329,,Poradnia Psychologiczno – Pedagogiczna nr 6,niesłyszący,,"20,98670959","52,23194811",,,2267
_PM,_PM,000187062,000187062,86889,86889,Pałac Młodzieży,Pałac Młodzieży,pałac młodzieży,pałac młodzieży,dzieci lub młodzież,nie,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Północne,Plac Defilad,1,00-901,Urszula,Wacowska,226203363,226205411,http://www.pm.waw.pl,http://www.pm.waw.pl/bip,bkulik@pm.waw.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,https://rspo.men.gov.pl/rspo/86889,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,0067749","52,2319152",,,91
_POA,_POA,000278706,000278706,106446,106446,"Państwowe Ognisko Artystyczne ""Nowolipki""","Państwowe Ognisko Artystyczne ""Nowolipki""",placówka artystyczna (ognisko),placówka artystyczna (ognisko),dzieci lub młodzież,nie,Biuro Edukacji,Warszawa,Śródmieście,Muranów,ul. Nowolipki,9B,00-150,Gabryella,Miłowska-Moląg,226351960,228876285,http://www.nowolipki.edu.pl,http://poa.bip.um.warszawa.pl,art_ognisko@nowolipki.edu.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,https://rspo.men.gov.pl/rspo/106446,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"20,99686623","52,24549154",,,169
_PS_068,_PS_068,015250952,015250952,14786,14786,"Przedszkole Specjalne nr 68 w Mazowieckim Centrum Rehabilitacji ""STOCER""","Przedszkole Specjalne nr 68 w Mazowieckim Centrum Rehabilitacji ""STOCER""",przedszkole,przedszkole,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Koło,ul. Ożarowska,75A,01-444,Elżbieta,Sitarz,228770204,228770204,http://www.p68.przedszkola.net.pl,http://przedszkole68.bip.um.warszawa.pl,ps68@edu.um.warszawa.pl,68,nie,jednostka budżetowa,0,42,42,0,4,4,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,tak,,https://rspo.men.gov.pl/rspo/14786,,Poradnia Psychologiczno-Pedagogiczna nr 2,,tak,"20,94624138","52,24569466",,,857
_SCEK,_SCEK,016835519,016835519,86884,86884,Stołeczne Centrum Edukacji Kulturalnej im. Komisji Edukacji Narodowej,Stołeczne Centrum Edukacji Kulturalnej im. Komisji Edukacji Narodowej,pozaszkolna placówka specjalistyczna,pozaszkolna placówka specjalistyczna,bez kategorii,nie,Biuro Edukacji,Warszawa,Śródmieście,Stare Miasto,ul. Jezuicka,4,00-281,Wojciech,Feliksiak,222770601,,http://www.scek.pl,http://scek.bip.um.warszawa.pl,sekretariat@scek.pl,,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,,,https://rspo.men.gov.pl/rspo/86884,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,0134964","52,24944402",,,1042
_SOSW_09,_SOSW_09_SP_155,015867760,000967512,14783,105332,Specjalny Ośrodek Szkolno-Wychowawczy nr 9,Szkoła Podstawowa Specjalna nr 155,zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Żoliborz,Marymont-Potok,ul. Jana Chryzostoma Paska,10,01-640,Elżbieta,Darka,228332205,228332205,http://www.sosw9.waw.pl,http://osw9.bip.um.warszawa.pl,sosw9@edu.um.warszawa.pl,155,tak,jednostka budżetowa,114,,114,25,,25,nie,nie,nie,nie,nie,tak,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105332,,Poradnia Psychologiczno-Pedagogiczna nr 3,niepełnosprawność intelektualna w stopniu lekkim,,"20,97678185","52,27407454",,,912
_SOW_DOM,_SOW_DOM,000947001,000947001,14239,14239,"Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""","Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""",SOW,SOW,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Nowe Miasto,Rynek Nowego Miasta,4,00-229,Ewelina,Roślik-Gwara,228315033,228315033,http://www.sow.waw.pl,http://sowprzyrynku.bip.um.warszawa.pl,sow@sow.waw.pl,,tak,jednostka budżetowa,,,,,,,,,,,,,,,,,samodzielna,jednostka inna niż przedszkole lub szkoła,tak,,,,,,,,,,,tak,,https://rspo.men.gov.pl/rspo/14239,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,00880814","52,25353525",,,367
_SP_022,_SP_022,012726816,012726816,105419,105419,"Szkoła Podstawowa Specjalna nr 22 w Narodowym Instytucie Geriatrii, Reumatologii i Rehabilitacji im. prof. dr hab. med. Eleonory Reicher","Szkoła Podstawowa Specjalna nr 22 w Narodowym Instytucie Geriatrii, Reumatologii i Rehabilitacji im. prof. dr hab. med. Eleonory Reicher",szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Mokotów,Wyględów,ul. Spartańska,1,02-637,Małgorzata,Olczyk,226709201,228444241,http://zss94.szkolnykatalog.pl,http://sp22.bip.um.warszawa.pl,irszkola@tlen.pl,22,nie,jednostka budżetowa,18,,18,3,,3,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105419,,Poradnia Psychologiczno-Pedagogiczna nr 7,przewlekle chorzy,tak,"20,99428177","52,19100534",,,847
_SP_099,_SP_099,000959027,000959027,105669,105669,Szkoła Podstawowa Specjalna nr 99 im. Małego Powstańca,Szkoła Podstawowa Specjalna nr 99 im. Małego Powstańca,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Targówek,Bródno,ul. Bartnicza,2,03-358,Maria,Walczak,228110306,228110306,http://www.sps99.waw.pl,http://sp99.bip.um.warszawa.pl,sekretariat@sps99.waw.pl,99,nie,jednostka budżetowa,98,,98,19,,19,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105669,,Poradnia Psychologiczno-Pedagogiczna nr 13,niepełnosprawność intelektualna w stopniu lekkim,,"21,02372742","52,28625068",,,1067
_SP_111,_SP_111,000959004,000959004,105671,105671,Szkoła Podstawowa Specjalna nr 111 im. Stefana Starzyńskiego,Szkoła Podstawowa Specjalna nr 111 im. Stefana Starzyńskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Mokotów,Stary Mokotów,ul. Różana,22/24,02-569,Leokadia,Ogonowska,228450571,228450571,http://www.szkola.warszawa.pl,http://sp111.bip.um.warszawa.pl,logonowska@edu.um.warszawa.pl,111,nie,jednostka budżetowa,89,,89,20,,20,nie,nie,nie,nie,nie,tak,nie,nie,nie,"lokalizacja tymczasowa (remontu budynku siedziby): Wiśniowa 56, Mokotów",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105671,,Poradnia Psychologiczno-Pedagogiczna nr 7,z autyzmem w tym z zespołem Aspergera,,"21,01439667","52,20929503",,,1023
_SP_123,_SP_123,016428903,016428903,105673,105673,Szkoła Podstawowa Specjalna nr 123 im. Kornela Makuszyńskiego,Szkoła Podstawowa Specjalna nr 123 im. Kornela Makuszyńskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Żoliborz,Stary Żoliborz,ul. Stefana Czarnieckiego,49,01-548,Jadwiga,Boguszewska,228392252,228392252,http://zss100.waw.pl,http://sp123.bip.um.warszawa.pl,jboguszewska@edu.um.warszawa.pl,123,nie,jednostka budżetowa,80,,80,14,,14,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105673,,Poradnia Psychologiczno-Pedagogiczna nr 3,niepełnosprawność intelektualna w stopniu umiarkowanym lub znacznym,,"20,99115944","52,2678804",,,911
_SP_147,_SP_147,016119208,016119208,105675,105675,Szkoła Podstawowa Specjalna nr 147,Szkoła Podstawowa Specjalna nr 147,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Młynów,ul. Karolkowa,56,01-193,Artur,Królikowski,226329075,226322386,http://www.zss101.edu.pl,http://sp147.bip.um.warszawa.pl,sps147@edu.um.warszawa.pl,147,nie,jednostka budżetowa,119,,119,24,,24,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105675,,Poradnia Psychologiczno – Pedagogiczna nr 14,niepełnosprawność intelektualna w stopniu lekkim,,"20,97670174","52,23630283",,,1021
_SP_167,_SP_167,015842836,015842836,105688,105688,Szkoła Podstawowa Specjalna nr 167,Szkoła Podstawowa Specjalna nr 167,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Mokotów,Sadyba,ul. św. Bonifacego,81,02-945,Maria,Puchała,226515249,226515249,http://www.sps167.edu.pl,http://sp167.bip.um.warszawa.pl,sp167@edu.um.warszawa.pl,167,nie,jednostka budżetowa,44,,44,5,,5,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105688,,Poradnia Psychologiczno-Pedagogiczna nr 8,niedostosowani społecznie,,"21,05921364","52,18437653",,,1089
_SP_177,_SP_177,016438238,016438238,105415,105415,Szkoła Podstawowa Specjalna nr 177 im. Marii Konopnickiej,Szkoła Podstawowa Specjalna nr 177 im. Marii Konopnickiej,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Ochota,Szczęśliwice,ul. Szczęśliwicka,45/47,02-353,Elżbieta,Nowakowska,228220642,224623139,http://szczesliwa-szkola.waw.pl,http://sp177.bip.um.warszawa.pl,sekretariat@szczesliwicka.edu.pl,177,nie,jednostka budżetowa,88,,88,22,,22,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105415,,Poradnia Psychologiczno-Pedagogiczna nr 9,niepełnosprawność intelektualna w stopniu lekkim,,"20,96700478","52,21153565",,,1041
_SP_213,_SP_213,000746248,000746248,105394,105394,Szkoła Podstawowa Specjalna nr 213 im. Ireny Sendlerowej,Szkoła Podstawowa Specjalna nr 213 im. Ireny Sendlerowej,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Śródmieście,Śródmieście Północne,ul. Elektoralna,12/14,00-139,Celina,Maszke-Kaczorek,226203931,226203931,http://www.sp213.pl,http://sp213.bip.um.warszawa.pl,sekretariat@sp213.pl,213,nie,jednostka budżetowa,166,,166,29,,29,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105394,,Poradnia Psychologiczno-Pedagogiczna nr 12,niepełnosprawność intelektualna w stopniu lekkim,,"20,99796295","52,24088098",,,1032
_SP_240,_SP_240,000959062,000959062,105413,105413,Szkoła Podstawowa Specjalna nr 240,Szkoła Podstawowa Specjalna nr 240,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Praga Południe,Grochów,ul. Weterynaryjna,3,03-838,Beata,Domańska,228100782,228100782,http://sps240.edu.pl,http://sp240.bip.um.warszawa.pl,sps240@edu.um.warszawa.pl,240,nie,jednostka budżetowa,167,,167,27,,27,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105413,,Poradnia Psychologiczno-Pedagogiczna nr 4,niepełnosprawność intelektualna w stopniu lekkim,,"21,07211113","52,2482231",,tak,882
_SP_244,_SP_244,016552572,016552572,105662,105662,Szkoła Podstawowa Specjalna nr 244,Szkoła Podstawowa Specjalna nr 244,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wawer,Międzylesie,ul. Hafciarska,80/86,04-725,Jolanta,Oknińska,228126045,228126045,http://sps244waw.szkolnastrona.pl,http://sps244waw.szkolnastrona.pl/bip,szkola_helenow@tlen.pl,244,nie,jednostka budżetowa,95,,95,21,,21,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105662,,Poradnia Psychologiczno-Pedagogiczna nr 17,z niepełnosprawnościami sprzężonymi,,"21,190545","52,216866",,,885
_SP_282,_SP_282,017295002,017295002,106320,106320,Szkoła Podstawowa Specjalna nr 282 w Samodzielnym Zespole Publicznych Zakładów Opieki Zdrowotnej im. prof. dr Jana Bogdanowicza,Szkoła Podstawowa Specjalna nr 282 w Samodzielnym Zespole Publicznych Zakładów Opieki Zdrowotnej im. prof. dr Jana Bogdanowicza,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Praga Południe,Saska Kępa,ul. Niekłańska,4/24,03-924,Alicja,Kott,225098256,225098256,http://www.nieklanska.edu.pl,http://www.nieklanska.edu.pl/index.php/biuletyn-informacji-publicznej,sp282@edu.um.warszawa.pl,282,nie,jednostka budżetowa,67,19,86,8,2,10,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/106320,,Poradnia Psychologiczno-Pedagogiczna nr 4,przewlekle chorzy,tak,"21,06257439","52,23439372",,,1054
_SP_283,_SP_283,016119250,016119250,105682,105682,Szkoła Podstawowa Specjalna nr 283 w Instytucie Matki i Dziecka,Szkoła Podstawowa Specjalna nr 283 w Instytucie Matki i Dziecka,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Wola,Czyste,ul. Marcina Kasprzaka,17A,01-211,Agnieszka,Żebrowska,223277365,223277365,,http://sp283.bip.um.warszawa.pl,sp283@edu.um.warszawa.pl,283,nie,jednostka budżetowa,24,,24,4,,4,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105682,,Poradnia Psychologiczno – Pedagogiczna nr 6,przewlekle chorzy,tak,"20,9702816","52,22676772",,,859
_SP_287,_SP_287,016270454,016270454,105405,105405,Szkoła Podstawowa w Dziecięcym Szpitalu Klinicznym im. Józefa Polikarpa Brudzińskiego Specjalna nr 287,Szkoła Podstawowa w Dziecięcym Szpitalu Klinicznym im. Józefa Polikarpa Brudzińskiego Specjalna nr 287,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,tak,Biuro Edukacji,Warszawa,Ochota,Rakowiec,ul. Żwirki i Wigury,63A,02-091,Anna,Woźnica,223179405,223179282,,http://sp287.bip.um.warszawa.pl,sp287@edu.um.warszawa.pl,287,nie,jednostka budżetowa,126,8,134,18,1,19,nie,nie,nie,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,tak,,https://rspo.men.gov.pl/rspo/105405,,Poradnia Psychologiczno-Pedagogiczna nr 9,przewlekle chorzy,tak,"20,9847908","52,20715212",,,1051
